username,caption,location_url,location_name,location_id,latitude,longitude,date,likes,followers
mymunichjournal,"Korean fried chicken for 1€? Yes, you heard that right 🍗👀 @dakju.chicken is having special deal for their opening Saturday (09.08). If you are around, definitely stop by and show them some love 🌸 📍 Schulstraße 42, 80634 München ⏰ from 12:00 PM on first come, first served! #koreanfoodmunich;#dakjuchicken;#koreanischesessen;#munichfoodie;#foodinmuc",https://www.instagram.com/explore/locations/276452867/munchen-schulstrase/,München Schulstraße,345421482541145,48.148636,11.541365,2025-08-06T15:07:32.000Z,94,39300
daysofmunich,"Alte Pinakothek on a rainy day 🎨 Old Masters paintings and it's so quiet inside. Admission is only €1 on Sundays! #altepinakothek;#art;#museum;#rainydays",https://www.instagram.com/explore/locations/244819290/alte-pinakothek/,Alte Pinakothek,345421482541234,48.148234,11.570123,2025-11-03T13:15:45.000Z,378,52000
daysofmunich,"Chinese Tower beer garden in full bloom 🌸🍺 1 liter of beer, a pretzel, and good company. This is peak Munich right here! #chinesetower;#beergarden;#englischergarten;#springtime",https://www.instagram.com/explore/locations/228875074/englischer-garten/,Englischer Garten,345421482541235,48.164300,11.606000,2025-05-03T17:40:22.000Z,645,52000
daysofmunich,"Sunset from St. Peter's Church tower 🌇 Climb the 299 steps for the BEST view in Munich. Go 1 hour before sunset!  #stpeterskirche;#tower;#munichviews;#sunset",https://www.instagram.com/explore/locations/244819299/st-peters-church/,St. Peter's Church,345421482541236,48.136234,11.575890,2025-08-27T19:25:10.000Z,701,52000
daysofmunich,"Schloss Blutenburg feels like a fairy tale 🏰 Way out of the city center but worth the trip.  Bring a book and relax by the water! #schlossblutenburg;#castle;#hiddenmunich;#fairytale",https://www.instagram.com/explore/locations/244819308/schloss-blutenburg/,Schloss Blutenburg,345421482541237,48.163789,11.456123,2025-07-14T15:10:35.000Z,334,52000
daysofmunich,"Karls Erdbeerhof in December = Christmas heaven!  🎄 Huge market, kids' rides, roasted almonds, and the best Glühwein. Family-friendly and fun! #karlserdbeerhof;#christmasmarket;#familyfun;#december",https://www.instagram.com/explore/locations/1015989567/karls-erdbeerhof/,Karls Erdbeerhof,345421482541238,48.212345,11.689012,2025-12-10T16:50:20.000Z,456,52000
daysofmunich,"Brunch at Occam Deli 🥯 Everything is fresh and made in-house. The sourdough sandwiches are to die for! #occamdeli;#brunch;#sandwich;#munichfood",https://www.instagram.com/explore/locations/1015989578/occam-deli/,Occam Deli,345421482541239,48.141567,11.572345,2025-04-26T11:35:40.000Z,398,52000
mymunichjournal,"Isar river sunset 🌅 Grab a blanket, some snacks, and just sit by the water. Costs nothing and it's one of the best things about living here! #isar;#sunset;#riverview;#freemunich",https://www.instagram.com/explore/locations/589417589/isar-river/,Isar River,345421482541240,48.129876,11.556789,2025-08-09T19:55:25.000Z,289,39300
mymunichjournal,"Best gelato?  Bar Centrale!  🍦 The pistachio is unreal. Always a line but it moves fast. Right near Gärtnerplatz!  #gelato;#barcentrale;#gaertnerplatz;#sweettooth",https://www.instagram.com/explore/locations/1015989590/bar-centrale/,Bar Centrale,345421482541241,48.131234,11.568901,2025-06-29T15:20:50.000Z,312,39300
serenafoodieinsider,"Dinner at Pageou 🍽️ Modern Bavarian cuisine with a Michelin star. The tasting menu is pricey but unforgettable.  Book weeks in advance! #pageou;#michelinstar;#finedining;#munichfood",https://www.instagram.com/explore/locations/1015989601/pageou/,Pageou,345421482541242,48.142345,11.569876,2025-10-28T20:10:30.000Z,923,125000
serenafoodieinsider,"Takumi for late night ramen cravings 🍜 Always packed but always worth it. The tonkotsu is my go-to! #takumiramen;#ramen;#latenight;#mucfoodie",https://www.instagram.com/explore/locations/558374837/takumi-ramen/,Takumi Ramen,345421482541243,48.152400,11.571200,2025-11-25T22:30:15.000Z,834,125000
boredinmunich,"Westpark in cherry blossom season 🌸 Less tourists than Englischer Garten and just as beautiful. Great for photos! #westpark;#cherryblossom;#spring;#munichparks",https://www.instagram.com/explore/locations/244819317/westpark/,Westpark,345421482541244,48.125678,11.533456,2025-04-15T13:40:55.000Z,1078,87500
daysofmunich,"Asam Church is a hidden baroque gem 💎 Free entry, super ornate, and right in the city center. Most people walk past without noticing! #asamkirche;#baroque;#church;#hiddengem",https://www.instagram.com/explore/locations/244819326/asam-church/,Asam Church,345421482541245,48.135012,11.569234,2025-09-07T12:15:20.000Z,445,52000
mymunichjournal,"Morning run through Englischer Garten 🏃‍♀️ Start at the Chinese Tower, loop past Kleinhesseloher See, finish at Eisbach. Best way to start the day! #running;#englischergarten;#morningrun;#fitness",https://www.instagram.com/explore/locations/228875074/englischer-garten/,Englischer Garten,345421482541246,48.165000,11.607000,2025-07-19T07:30:40.000Z,267,39300
serenafoodieinsider,"Brunch heaven at Holy Home 🥑☕ Avocado toast, açaí bowls, and the best flat whites.  Instagrammable AF! #holyhome;#brunch;#avocadotoast;#munichbrunch",https://www.instagram.com/explore/locations/1015989612/holy-home/,Holy Home,345421482541247,48.139234,11.571456,2025-05-21T11:15:30.000Z,712,125000
boredinmunich,"Tollwood Winter Festival is ON! 🎪 Live music, food stalls from around the world, and a huge market. Go multiple times! #tollwood;#winterfestival;#munichevents;#december",https://www.instagram.com/explore/locations/589417623/tollwood-munich/,Tollwood Munich,345421482541248,48.174800,11.552300,2025-12-12T18:20:45.000Z,1234,87500
daysofmunich,"Kunsthalle München for contemporary art 🎨 Rotating exhibitions, always something new. The current one is incredible! #kunsthallemunchen;#contemporaryart;#exhibition;#art",https://www.instagram.com/explore/locations/244819335/kunsthalle-munchen/,Kunsthalle München,345421482541249,48.142678,11.578123,2025-10-01T14:50:15.000Z,423,52000
mymunichjournal,"Alter Hof courtyard is so peaceful 🏛️ Right in the busy center but feels like a secret spot. Great for a quick break! #alterhof;#courtyard;#historicmunich;#quietplace",https://www.instagram.com/explore/locations/244819344/alter-hof/,Alter Hof,345421482541250,48.137890,11.578456,2025-09-22T13:25:50.000Z,198,39300
serenafoodieinsider,"Pasta workshop at Eataly 🍝 Learned to make fresh ravioli and it was SO fun.  They do classes every weekend! #eataly;#pastacooking;#workshop;#italianfood",https://www.instagram.com/explore/locations/112534855/eataly-munchen/,Eataly München,345421482541251,48.141300,11.559000,2025-06-15T16:10:25.000Z,867,125000
boredinmunich,"Midnight bike ride through the city 🚴‍♂️ Empty streets, cool breeze, total freedom. Munich hits different at night! #bikeride;#nightride;#munichnight;#cityvibes",https://www.instagram.com/explore/locations/213359469/munich-germany/,Munich Germany,345421482541252,48.137500,11.575500,2025-08-20T00:45:30.000Z,945,87500
daysofmunich,"Schwabing street art tour 🎨 So many cool murals in the side streets. Bring your camera and explore! #schwabing;#streetart;#urbanart;#munichstreets",https://www.instagram.com/explore/locations/589417645/schwabing/,Schwabing,345421482541253,48.161500,11.579000,2025-07-08T15:35:20.000Z,534,52000
mymunichjournal,"Augustiner Bräustuben for authentic Bavarian food 🥨🍺 Locals love it, tourists haven't found it yet. The Schweinebraten is perfect! #augustiner;#bavarianfood;#localspot;#authenticmunich",https://www.instagram.com/explore/locations/244819353/augustiner-braustuben/,Augustiner Bräustuben,345421482541254,48.144567,11.548901,2025-11-11T19:30:15.000Z,345,39300
serenafoodieinsider,"Rooftop pool at Bader Hotel 🏊‍♀️ Not cheap but wow the vibes!  City views, cocktails, and a heated pool. Treat yourself! #badhotel;#rooftoppool;#luxurymunich;#poolday",https://www.instagram.com/explore/locations/1015989623/bader-hotel/,Bader Hotel,345421482541255,48.139567,11.576234,2025-07-25T17:50:45.000Z,1012,125000
boredinmunich,"Gasteig HP8 reopened and it's amazing!  🎭 Concerts, exhibitions, rooftop bar. The new cultural heart of Munich! #gasteig;#culturecenter;#munichculture;#livemusic",https://www.instagram.com/explore/locations/589417656/gasteig-hp8/,Gasteig HP8,345421482541256,48.129345,11.598712,2025-09-14T20:15:30.000Z,1156,87500
daysofmunich,"Hidden garden at Hofgarten 🌳 Escape the crowds and find peace in the arcades.  Brings a book and chill!  #hofgarten;#garden;#peacefulplace;#munichparks",https://www.instagram.com/explore/locations/244819362/hofgarten/,Hofgarten,345421482541257,48.142890,11.580456,2025-06-03T14:20:40.000Z,456,52000
mymunichjournal,"Christmas lights walking tour 🎄✨ Start at Marienplatz, walk through Kaufingerstraße, end at Odeonsplatz. The whole city sparkles! #christmaslights;#munichChristmas;#walkingtour;#december",https://www.instagram.com/explore/locations/213359469/marienplatz-munich/,Marienplatz,345421482541258,48.137200,11.575600,2025-12-14T19:10:25.000Z,578,39300
serenafoodieinsider,"Dinner at Atelier 🍽️ 3 Michelin stars and every course is art.  Splurge-worthy for a special celebration! #atelier;#michelinstars;#finedining;#munichfood",https://www.instagram.com/explore/locations/1015989634/atelier-restaurant/,Atelier Restaurant,345421482541259,48.142123,11.568345,2025-11-28T21:00:50.000Z,1345,125000
boredinmunich,"Ice skating at Olympiapark ⛸️ Outdoor rink, fairy lights, hot chocolate. Peak winter activity! #iceskating;#olympiapark;#winterfun;#december",https://www.instagram.com/explore/locations/241726249/olympiapark-munich/,Olympiapark Munich,345421482541260,48.174600,11.551900,2025-12-16T18:35:15.000Z,1089,87500
daysofmunich,"Sunday flea market at Riem Arcaden 🛍️ Vintage fashion, antiques, random treasures. Cash only!  #fleamarket;#riemarcaden;#vintage;#sundaymarket",https://www.instagram.com/explore/locations/589417678/riem-arcaden/,Riem Arcaden,345421482541261,48.138901,11.689234,2025-05-11T09:45:30.000Z,512,52000
mymunichjournal,"Morning coffee at Man vs Machine ☕ Third wave coffee done right. The baristas are super knowledgeable!  #manvsmachine;#specialtycoffee;#coffeelover;#munichcafe",https://www.instagram.com/explore/locations/1015989645/man-vs-machine/,Man vs Machine,345421482541262,48.138234,11.574567,2025-08-31T09:15:20.000Z,234,39300
serenafoodieinsider,"Brunch buffet at Käfer-Schänke 🥐🍾 A bit fancy but the quality is amazing. Champagne included! #kaferschanke;#brunch;#buffet;#fancybrunch",https://www.instagram.com/explore/locations/244819371/kafer-schanke/,Käfer-Schänke,345421482541263,48.154234,11.592567,2025-06-20T12:30:40.000Z,923,125000
boredinmunich,"Silent disco at Tollwood 🎧 Dance with headphones, switch between 3 DJs.  Hilarious and so much fun! #silentdisco;#tollwood;#munichparty;#uniqueexperience",https://www.instagram.com/explore/locations/589417623/tollwood-munich/,Tollwood Munich,345421482541264,48.174900,11.552400,2025-12-13T22:50:35.000Z,1267,87500
daysofmunich,"Blumeninsel in the Isar 🌸 A tiny island full of wildflowers. Wade across (carefully!) for a mini adventure!  #blumeninsel;#isar;#hiddenmunich;#nature",https://www.instagram.com/explore/locations/589417689/isar-river/,Isar River,345421482541265,48.123456,11.567890,2025-07-02T16:25:15.000Z,467,52000
mymunichjournal,"Praterinsel at sunset 🌅 Bring a portable speaker and some drinks. Perfect spot for a summer evening with friends! #praterinsel;#isar;#sunset;#summernights",https://www.instagram.com/explore/locations/589417690/praterinsel/,Praterinsel,345421482541266,48.130123,11.585678,2025-07-16T20:10:50.000Z,312,39300
serenafoodieinsider,"Chocolate heaven at Beluga 🍫 Handmade pralines, hot chocolate that'll change your life. Perfect gift shopping spot! #beluga;#chocolate;#pralines;#sweettreats",https://www.instagram.com/explore/locations/1015989656/beluga-chocolate/,Beluga Chocolate,345421482541267,48.138567,11.573901,2025-12-04T14:40:25.000Z,678,125000
boredinmunich,"Climbing at Kletterzentrum München 🧗‍♀️ Indoor walls up to 18m high. Great workout and super fun! #climbing;#kletterzentrum;#indoorclimbing;#fitness",https://www.instagram.com/explore/locations/589417701/kletterzentrum-munchen/,Kletterzentrum München,345421482541268,48.156789,11.612345,2025-09-29T17:55:40.000Z,823,87500
daysofmunich,"Sunset picnic at Olympiaberg 🧺🌇 Bring wine and cheese, watch the sky change colors. Free and romantic! #olympiaberg;#picnic;#sunset;#romanticmunich",https://www.instagram.com/explore/locations/241726249/olympiapark-munich/,Olympiapark Munich,345421482541269,48.175300,11.553500,2025-08-05T19:45:30.000Z,589,52000
mymunichjournal,"Starnberger See day trip 🚂💙 Take the S-Bahn, rent a bike, ride around the lake. Perfect weekend escape! #starnbergersee;#daytrip;#lake;#bikeride",https://www.instagram.com/explore/locations/589417712/starnberger-see/,Starnberger See,345421482541270,47.999234,11.345678,2025-06-12T13:20:15.000Z,445,39300
serenafoodieinsider,"Dinner at Tantris 🍽️ Legendary restaurant with 2 Michelin stars. The wine pairing is exceptional! #tantris;#michelinstar;#finedining;#munichgourmet",https://www.instagram.com/explore/locations/244819380/tantris/,Tantris,345421482541271,48.173456,11.591234,2025-10-15T21:15:50.000Z,1123,125000
boredinmunich,"Techno night at Harry Klein 🎶 Best electronic music club in Munich. Dress code is chill, vibes are immaculate! #harryklein;#techno;#nightclub;#munichnight",https://www.instagram.com/explore/locations/244819389/harry-klein/,Harry Klein,345421482541272,48.136789,11.572345,2025-11-30T01:30:25.000Z,1456,87500
daysofmunich,"Pinakothek der Moderne on a Sunday 🎨 Only €1 admission!  Modern art, design, architecture. Budget-friendly culture day! #pinakothekdermoderne;#modernart;#sundaymuseum;#budgetmunich",https://www.instagram.com/explore/locations/244819398/pinakothek-der-moderne/,Pinakothek der Moderne,345421482541273,48.147234,11.571890,2025-11-17T13:35:40.000Z,512,52000
mymunichjournal,"Morning pastry at Zeit für Brot 🥐 The cinnamon bun is HUGE and amazing. Always fresh from the oven! #zeitfurbrot;#pastry;#cinnamonbun;#breakfast",https://www.instagram.com/explore/locations/1015989667/zeit-fur-brot/,Zeit für Brot,345421482541274,48.138901,11.575234,2025-07-27T08:50:15.000Z,278,39300
serenafoodieinsider,"Seafood at Austernkeller 🦞 Fresh oysters, lobster, champagne.  Fancy date night sorted! #austernkeller;#seafood;#oysters;#datenight",https://www.instagram.com/explore/locations/244819407/austernkeller/,Austernkeller,345421482541275,48.139678,11.577890,2025-09-05T20:25:50.000Z,834,125000
boredinmunich,"Graffiti hunting in Giesing 🎨 So many cool pieces on the walls. Urban art at its finest! #giesing;#graffiti;#streetart;#urbanmunich",https://www.instagram.com/explore/locations/589417734/giesing/,Giesing,345421482541276,48.110234,11.597123,2025-08-22T15:40:30.000Z,756,87500
daysofmunich,"Botanical Garden in spring 🌺 Greenhouses full of tropical plants, quiet paths, total zen. Free entry after 4: 30pm! #botanischergarten;#garden;#plants;#peacefulmunich",https://www.instagram.com/explore/locations/244819416/botanischer-garten/,Botanischer Garten,345421482541277,48.163234,11.498876,2025-05-28T16:50:25.000Z,478,52000
mymunichjournal,"Glühwein crawl 🍷✨ Hit Marienplatz, Wittelsbacher Platz, and Sendlinger Tor markets in one night.  Festive chaos! #gluhweincrawl;#christmasmarket;#munichChristmas;#winterfun",https://www.instagram.com/explore/locations/213359469/marienplatz-munich/,Marienplatz,345421482541278,48.137250,11.575650,2025-12-15T20:15:35.000Z,412,39300
serenafoodieinsider,"Best burger at Holy Burger 🍔 Juicy patties, homemade buns, crispy fries. Simple and perfect! #holyburger;#burger;#munichfood;#burgertime",https://www.instagram.com/explore/locations/1015989678/holy-burger/,Holy Burger,345421482541279,48.140234,11.570123,2025-08-11T19:30:45.000Z,712,125000
boredinmunich,"Skate session at Hirschgarten 🛹 Huge park with smooth paths.  Bring your board and roll! #hirschgarten;#skateboarding;#park;#munichskate",https://www.instagram.com/explore/locations/244819425/hirschgarten/,Hirschgarten,345421482541280,48.151234,11.515678,2025-06-26T17:20:15.000Z,689,87500
daysofmunich,"Lenbachhaus art museum 🖼️ Blue Rider collection is stunning. The garden courtyard is perfect for a coffee break! #lenbachhaus;#art;#museum;#munichculture",https://www.instagram.com/explore/locations/244819434/lenbachhaus/,Lenbachhaus,345421482541281,48.146234,11.563789,2025-10-07T14:15:50.000Z,534,52000
