username,caption,location_url,location_name,location_id,latitude,longitude,date,likes,followers
ukwithgabi,"Painted Hall at Old Royal Naval College; short visit and coffee by the colonnades.",https://www.instagram.com/explore/locations/228000082/painted-hall/,Painted Hall,555421482540083,51.483900,-0.007500,2026-01-22T10:50:00.000Z,1718,142000
london.travelers,"Old Royal Naval College; wander the grounds and riverfront, then up to Greenwich Park.",https://www.instagram.com/explore/locations/228000083/old-royal-naval-college/,Old Royal Naval College,555421482540084,51.483400,-0.009900,2026-01-22T12:05:00.000Z,1524,215000
patrickguidelondon,"St James’s Park; winter birds and a loop to Horse Guards Parade.",https://www.instagram.com/explore/locations/228000084/st-jamess-park/,St James’s Park,555421482540085,51.502500,-0.134700,2026-01-23T11:20:00.000Z,1370,183000
axow_london,"Whitehall and Horse Guards; quick photo stop and watch the guard change.",https://www.instagram.com/explore/locations/228000085/horse-guards-parade/,Horse Guards Parade,555421482540086,51.503300,-0.130200,2026-01-23T12:15:00.000Z,1442,156000
london_robs,"Fenchurch Grill after a Sky Garden slot; book a table to warm up with views.",https://www.instagram.com/explore/locations/228000086/fenchurch-restaurant/,Fenchurch Restaurant,555421482540087,51.510900,-0.083700,2026-01-24T19:00:00.000Z,1726,198000
ukwithgabi,"Borough Yards; new development next to the market with independent shops and cafés.",https://www.instagram.com/explore/locations/228000087/borough-yards/,Borough Yards,555421482540088,51.505800,-0.092000,2026-01-24T13:40:00.000Z,1380,142000
london.travelers,"Mercato Metropolitano; indoor food hall for a cold day near Elephant & Castle.",https://www.instagram.com/explore/locations/228000088/mercato-metropolitano/,Mercato Metropolitano,555421482540089,51.493600,-0.098000,2026-01-25T12:20:00.000Z,1598,215000
patrickguidelondon,"Flat Iron Square; railway arches food and drinks, a good South Bank add-on.",https://www.instagram.com/explore/locations/228000089/flat-iron-square/,Flat Iron Square,555421482540090,51.505100,-0.094000,2026-01-25T13:00:00.000Z,1490,183000
axow_london,"The Garden at 120; free rooftop with city views, less crowded than Sky Garden.",https://www.instagram.com/explore/locations/228000090/garden-at-120/,The Garden at 120,555421482540091,51.511700,-0.082500,2026-01-26T10:30:00.000Z,1782,156000
london_robs,"One New Change rooftop; free view to St Paul’s, best at sunset.",https://www.instagram.com/explore/locations/228000091/one-new-change/,One New Change Rooftop,555421482540092,51.513300,-0.095400,2026-01-26T16:20:00.000Z,1921,198000
ukwithgabi,"Kingly Court; indoor courtyard dining and a Carnaby lights loop.",https://www.instagram.com/explore/locations/228000092/kingly-court/,Kingly Court,555421482540093,51.512800,-0.139800,2025-12-10T18:00:00.000Z,1510,142000
london.travelers,"Carnaby Street winter lights; combine with Liberty London interiors.",https://www.instagram.com/explore/locations/228000093/carnaby-street/,Carnaby Street,555421482540094,51.513500,-0.139300,2025-12-10T17:20:00.000Z,2050,215000
patrickguidelondon,"Hamleys; quick toy store stop, then a café break on Regent Street.",https://www.instagram.com/explore/locations/228000094/hamleys/,Hamleys,555421482540095,51.512600,-0.138100,2025-12-11T14:20:00.000Z,1480,183000
axow_london,"Liberty London; timber galleries and seasonal windows, then Carnaby lane walk.",https://www.instagram.com/explore/locations/228000095/liberty-london/,Liberty London,555421482540096,51.512600,-0.139200,2025-12-11T13:15:00.000Z,1436,156000
london_robs,"Fortnum & Mason; food hall for gifts and afternoon tea booking upstairs.",https://www.instagram.com/explore/locations/228000096/fortnum-and-mason/,Fortnum & Mason,555421482540097,51.508600,-0.141300,2025-12-12T12:10:00.000Z,1682,198000
ukwithgabi,"Leadenhall ‘Diagon Alley’ corners; quick photos and lunch at a nearby pub.",https://www.instagram.com/explore/locations/228000028/leadenhall-market/,Leadenhall Market,555421482540098,51.512300,-0.083200,2026-01-27T11:05:00.000Z,1524,142000
london.travelers,"St Martin-in-the-Fields concert; book a lunchtime recital as a warm indoor break.",https://www.instagram.com/explore/locations/228000097/st-martin-in-the-fields/,St Martin-in-the-Fields,555421482540099,51.509400,-0.126900,2026-01-27T13:00:00.000Z,1720,215000
patrickguidelondon,"Royal Albert Hall; winter concert schedule and a loop through Kensington.",https://www.instagram.com/explore/locations/228000098/royal-albert-hall/,Royal Albert Hall,555421482540100,51.500900,-0.177400,2026-01-28T19:30:00.000Z,2122,183000
axow_london,"Canary Wharf ice rink; prebook evening slots and explore the lit plazas.",https://www.instagram.com/explore/locations/228000099/canary-wharf-ice-rink/,Canary Wharf Ice Rink,555421482540101,51.505400,-0.023500,2026-01-18T19:00:00.000Z,1984,156000
london_robs,"Hampton Court ice rink if operating; combine with palace visit.",https://www.instagram.com/explore/locations/228000100/hampton-court-ice-rink/,Hampton Court Ice Rink,555421482540102,51.403600,-0.337300,2025-12-15T16:10:00.000Z,1710,198000
ukwithgabi,"Alexandra Palace ice rink; all-year indoor option with city views outside.",https://www.instagram.com/explore/locations/228000101/alexandra-palace/,Alexandra Palace Ice Rink,555421482540103,51.590600,-0.130000,2026-01-29T11:40:00.000Z,1620,142000
london.travelers,"Highgate Cemetery; guided tour for the West side and a café stop on Swain’s Lane.",https://www.instagram.com/explore/locations/228000102/highgate-cemetery/,Highgate Cemetery,555421482540104,51.566200,-0.148300,2026-01-29T13:20:00.000Z,1518,215000
patrickguidelondon,"Borough Market winter warmers; soups, raclette, and mulled drinks.",https://www.instagram.com/explore/locations/228000010/borough-market/,Borough Market,555421482540105,51.505456,-0.091059,2025-12-09T12:40:00.000Z,2028,183000
axow_london,"Covent Garden Christmas tree; evening photo stop and Apple Market browsing.",https://www.instagram.com/explore/locations/228000013/covent-garden/,Covent Garden,555421482540106,51.511800,-0.123300,2025-12-12T18:30:00.000Z,2140,156000
london_robs,"View from The Shard winter clarity; pick a day after rain for sharp horizons.",https://www.instagram.com/explore/locations/228000007/the-shard/,The Shard (View),555421482540107,51.504500,-0.086500,2026-01-30T16:20:00.000Z,1960,198000
ukwithgabi,"Sky Garden plant rooms; arrive with layered clothing and book café seats afterward.",https://www.instagram.com/explore/locations/228000008/sky-garden/,Sky Garden,555421482540108,51.510881,-0.083778,2026-01-30T10:30:00.000Z,1582,142000
london.travelers,"St Paul’s dome climb; check wind advisories and allow 45 minutes for steps.",https://www.instagram.com/explore/locations/228000009/st-pauls-cathedral/,St Paul’s Cathedral,555421482540109,51.513845,-0.098351,2026-01-31T11:15:00.000Z,1898,215000
patrickguidelondon,"Millennium Bridge photo line; centre frame to Tate Modern, avoid midday glare.",https://www.instagram.com/explore/locations/228000103/millennium-bridge/,Millennium Bridge,555421482540110,51.510700,-0.098000,2026-01-31T12:20:00.000Z,1462,183000
axow_london,"South Bank loop; Borough Market to Waterloo and book a concert at Southbank Centre.",https://www.instagram.com/explore/locations/228000027/southbank-centre/,Southbank Centre,555421482540111,51.506300,-0.116200,2026-02-01T13:20:00.000Z,1605,156000
london_robs,"Trafalgar Square to Piccadilly Circus walk; winter lights and a Regent Street café.",https://www.instagram.com/explore/locations/228000104/piccadilly-circus/,Piccadilly Circus,555421482540112,51.509800,-0.134000,2025-12-10T17:40:00.000Z,1734,198000
ukwithgabi,"Greenwich riverside; Cutty Sark to the pier and a warm bowl at the market.",https://www.instagram.com/explore/locations/228000046/greenwich-market/,Greenwich Market,555421482540113,51.482600,-0.010600,2026-01-22T13:20:00.000Z,1482,142000
london.travelers,"Canary Wharf interiors; underground shopping arcades and indoor seating areas for a cold day.",https://www.instagram.com/explore/locations/228000048/canary-wharf/,Canary Wharf,555421482540114,51.505400,-0.023500,2026-01-18T12:30:00.000Z,1398,215000
patrickguidelondon,"One New Change roof; free view of St Paul’s and a short coffee break inside.",https://www.instagram.com/explore/locations/228000091/one-new-change/,One New Change Rooftop,555421482540115,51.513300,-0.095400,2026-01-26T16:00:00.000Z,1664,183000
axow_london,"Garden at 120; morning light on the City towers and quiet crowds.",https://www.instagram.com/explore/locations/228000090/garden-at-120/,The Garden at 120,555421482540116,51.511700,-0.082500,2026-01-26T10:10:00.000Z,1720,156000
london_robs,"Carnaby lights; avoid weekends after 18:00, walk via Kingly Court shelters.",https://www.instagram.com/explore/locations/228000093/carnaby-street/,Carnaby Street,555421482540117,51.513500,-0.139300,2025-12-09T18:20:00.000Z,2030,198000
ukwithgabi,"Liberty London interior galleries; short browse on a cold afternoon.",https://www.instagram.com/explore/locations/228000095/liberty-london/,Liberty London,555421482540118,51.512600,-0.139200,2025-12-11T13:40:00.000Z,1442,142000
