username,caption,location_url,location_name,location_id,latitude,longitude,date,likes,followers
barcelona.travelers,"Winter Barceloneta walk: less crowded boardwalk, good surf on windy days, then vermut at Vaso de Oro.",https://www.instagram.com/explore/locations/213421171/barceloneta-beach/,Barceloneta Off-Season,445521482541859,41.379700,2.190100,2026-01-12T12:40:00.000Z,1778,215000
barcelona_robs,"Els Encants winter browsing: best deals in the first hour, coffee at the top deck café, then Poblenou for lunch.",https://www.instagram.com/explore/locations/228024727/els-encants/,Els Encants,445521482541860,41.403900,2.189700,2026-01-07T09:30:00.000Z,1333,198000
axow_barcelona,"Sant Andreu neighborhood lights and a stop at Can Vidalet for a simple menú del dia when the temperature drops.",https://www.instagram.com/explore/locations/228024844/sant-andreu/,Sant Andreu,445521482541861,41.436000,2.189000,2025-12-22T13:20:00.000Z,1186,156000
spainwithgabi,"Tibidabo off-season: amusement park limited openings, but the church rooftop elevator runs most days. City views are crisp in winter.",https://www.instagram.com/explore/locations/221598186/tibidabo/,Tibidabo Winter,445521482541862,41.423100,2.119400,2026-02-02T11:45:00.000Z,1722,142000
lauratoursbarcelona,"Passeig Marítim sunrise run in January: empty paths and pink skies. Coffee at Nomad Poblenou afterward.",https://www.instagram.com/explore/locations/228024853/passeig-maritm/,Passeig Marítim,445521482541863,41.389000,2.204000,2026-01-08T07:45:00.000Z,1211,167000
patrickguidebarcelona,"Quick winter culture combo: Fundació Tàpies, Casa Amatller tour with chocolate, then a cava at La Vinya del Senyor.",https://www.instagram.com/explore/locations/228024709/fundacio-antoni-tapies/,Fundació Tàpies,445521482541864,41.391900,2.163900,2026-01-14T15:00:00.000Z,1396,183000
barcelona.travelers,"January rooftop with heaters: Grand Hotel Central Skybar is open evenings. Book if you want a table.",https://www.instagram.com/explore/locations/228024862/grand-hotel-central/,Grand Hotel Central Skybar,445521482541865,41.385900,2.175200,2026-01-18T18:10:00.000Z,1556,215000
barcelona_robs,"Diagonal Mar winter walk: park, beach, and a Purobeach coffee if the terrace is open. Good suburban off-season loop.",https://www.instagram.com/explore/locations/228024871/diagonal-mar-park/,Parc Diagonal Mar,445521482541866,41.411000,2.218000,2026-01-03T11:20:00.000Z,1190,198000
axow_barcelona,"January at Palau de la Música: architecture tour plus a chamber concert in the evening. Check combined tickets.",https://www.instagram.com/explore/locations/228924561/palau-de-la-musica-catalana/,Palau de la Música,445521482541867,41.387500,2.175300,2026-01-23T10:30:00.000Z,1624,156000
spainwithgabi,"Badalona off-season seaside: Pont del Petroli pier, Anís del Mono factory exterior, and tapas on the Rambla.",https://www.instagram.com/explore/locations/228024880/pont-del-petroli/,Pont del Petroli,445521482541868,41.454700,2.258500,2026-01-20T12:00:00.000Z,1411,142000
lauratoursbarcelona,"Sants indoor pool lanes for a cold day: Piscina Municipal Sant Jordi. Book a slot, bring a cap.",https://www.instagram.com/explore/locations/228024889/piscina-municipal-sant-jordi/,Piscina Sant Jordi,445521482541869,41.387700,2.149200,2026-01-06T08:30:00.000Z,1145,167000
patrickguidebarcelona,"Rooftop cinema winter editions move indoors at some hotels; check Hotel 1898 and Yurbban for schedules.",https://www.instagram.com/explore/locations/228024817/hotel-1898/,Hotel 1898,445521482541870,41.382900,2.171100,2026-02-04T20:30:00.000Z,1246,183000
barcelona.travelers,"Gran Via lights by bike: Plaça Espanya to Glòries, then into Poblenou for dinner. Use bike lanes along Diagonal for the return.",https://www.instagram.com/explore/locations/228024898/placa-de-les-glories/,Glòries,445521482541871,41.403400,2.186700,2025-12-21T18:40:00.000Z,1630,215000
barcelona_robs,"Carrer de Blai pintxos in winter: cheaper than summer and fewer queues. Start at Blai 9, finish with a vermut on Parallel.",https://www.instagram.com/explore/locations/589419123/carrer-de-blai/,Carrer de Blai,445521482541872,41.370800,2.165300,2025-12-17T20:10:00.000Z,1756,198000
axow_barcelona,"Colònia Güell crypt for architecture lovers on a cold day; easy train from Plaça Espanya and short walk.",https://www.instagram.com/explore/locations/1015991267/colonia-guell/,Colònia Güell,445521482541873,41.360300,2.028100,2026-01-25T12:10:00.000Z,1302,156000
spainwithgabi,"Vermut hour winter edition: Bar Calders has blankets outside; order a vermut de grifo and a tapa of boquerones.",https://www.instagram.com/explore/locations/589419001/bar-calders/,Bar Calders,445521482541874,41.374300,2.164600,2026-01-19T12:30:00.000Z,1514,142000
lauratoursbarcelona,"Eixample courtyards photo walk in winter light: Passatge de Permanyer and Passatge Méndez Vigo are reliable.",https://www.instagram.com/explore/locations/228024907/passatge-de-permanyer/,Passatge de Permanyer,445521482541875,41.391100,2.162400,2026-01-30T15:20:00.000Z,1184,167000
patrickguidebarcelona,"Poble-sec theaters for cold nights: Teatre Grec is seasonal outdoors, but Sala Apolo and El Molino host winter programs. Check weekly listings.",https://www.instagram.com/explore/locations/244851990/poble-sec/,Poble Sec Theatres,445521482541876,41.370600,2.165600,2026-01-29T19:30:00.000Z,1276,183000
barcelona.travelers,"January Montjuïc gardens loop: Mossèn Costa i Llobera cactus garden and the Miramar viewpoint, then down to the port.",https://www.instagram.com/explore/locations/228024916/jardins-mossen-costa-i-llobera/,Cactus Garden,445521482541877,41.370700,2.167100,2026-01-16T11:00:00.000Z,1430,215000
barcelona_robs,"Els Llums at Sant Pau sells out on weekends. Weeknight tickets after 20:00 are easiest.",https://www.instagram.com/explore/locations/227778549/recinte-modernista-de-sant-pau/,Sant Pau Lights,445521482541878,41.414200,2.175600,2025-12-11T20:30:00.000Z,1566,198000
axow_barcelona,"January pastry loop: croissant at Hofmann, ensaïmada at Mistral, and a crema catalana at Granja Dulcinea.",https://www.instagram.com/explore/locations/589419067/hofmann-pastisseria/,Hofmann Pastisseria,445521482541879,41.394600,2.159200,2026-01-10T09:10:00.000Z,1208,156000
spainwithgabi,"Val d’Aran weekend from Barcelona for snow: drive to Vielha, ski Baqueira-Beret, return via Aínsa if roads are clear.",https://www.instagram.com/explore/locations/228024925/baqueira-beret/,Baqueira-Beret,445521482541880,42.700000,0.933300,2026-02-06T07:00:00.000Z,1770,142000
lauratoursbarcelona,"Cathedral morning service attendance note: free entry during services, but be discreet and avoid photography.",https://www.instagram.com/explore/locations/227657169/barcelona-cathedral/,Cathedral Service,445521482541881,41.383900,2.176300,2026-01-07T09:00:00.000Z,1162,167000
patrickguidebarcelona,"Warm bowls for winter: escudella at Can Culleretes, seafood suquet at 7 Portes, and a lentil stew at El Xampanyet earlier in the evening.",https://www.instagram.com/explore/locations/228024934/can-culleretes/,Can Culleretes,445521482541882,41.382000,2.175300,2026-01-26T13:00:00.000Z,1495,183000
barcelona.travelers,"Winter Montjuïc viewpoints: Jardins del Mirador and the top of the Montjuïc cable car station for harbor panoramas.",https://www.instagram.com/explore/locations/228024943/mirador-de-montjuic/,Mirador de Montjuïc,445521482541883,41.368600,2.164800,2025-12-28T16:10:00.000Z,1590,215000
barcelona_robs,"Sants bookshops and cafés circuit for cold afternoons: La inexplicable for books, Syra Coffee for a warm-up.",https://www.instagram.com/explore/locations/228024952/sants-barcelona/,Sants Circuit,445521482541884,41.375900,2.137900,2026-01-15T16:20:00.000Z,1142,198000
axow_barcelona,"Barcelona Aquarium as a family backup plan in bad weather. Buy tickets online to skip the line.",https://www.instagram.com/explore/locations/228024961/aquarium-barcelona/,Barcelona Aquarium,445521482541885,41.376400,2.191000,2025-12-23T11:40:00.000Z,1735,156000
spainwithgabi,"Mar Bella in winter: more space, kite-surfers on windy days, and a quiet sand walk toward the Forum.",https://www.instagram.com/explore/locations/228024970/platja-de-la-mar-bella/,Mar Bella,445521482541886,41.402700,2.214100,2026-01-28T12:00:00.000Z,1450,142000
lauratoursbarcelona,"Els Quatre Gats indoor lunch when temperatures drop. Try the set menu and look at the historical posters.",https://www.instagram.com/explore/locations/228024979/els-quatre-gats/,Els Quatre Gats,445521482541887,41.387300,2.171900,2026-01-09T13:30:00.000Z,1198,167000
patrickguidebarcelona,"January is good for rooftop chimneys at Palau Güell and Casa Milà; the air is clear and lines are short.",https://www.instagram.com/explore/locations/228024682/palau-guell/,Palau Güell Rooftop,445521482541888,41.378900,2.174400,2026-01-20T11:10:00.000Z,1582,183000
barcelona.travelers,"Winter markets summary: Santa Llúcia until Dec 23, Sagrada Família until Dec 23, Port Vell into early January, and Fira de Reis Jan 2–5.",https://www.instagram.com/explore/locations/589419389/fira-de-reis-gran-via/,Winter Markets,445521482541889,41.386000,2.160000,2025-12-22T09:30:00.000Z,1886,215000
