username,caption,location_url,location_name,location_id,latitude,longitude,date,likes,followers,poi_name,poi_type
roams_with_raj,"The Spire — modern marker in the city center. Treffpunkt! 📍✨ #TheSpire #OConnellStreet","https://www.google.com/maps/search/?api=1&query=The+Spire+Dublin","The Spire","dublin_the_spire",53.349,-6.26,2025-02-16,1512,208000,"The Spire","monument"
travel_toni,"Queen of Tarts — sweet treats and cozy vibes. Kuchenliebe! 🧁❤️ #QueenOfTarts","https://www.google.com/maps/search/?api=1&query=Queen+of+Tarts+Dublin","Queen of Tarts","dublin_queen_of_tarts",53.344,-6.267,2025-02-18,1724,167000,"Queen of Tarts","cafe"
wanderwithmia,"National Botanic Gardens — glasshouses, lush paths, winter greens. 🌱🌿 #BotanicGardens","https://www.google.com/maps/search/?api=1&query=National+Botanic+Gardens+Dublin","National Botanic Gardens","dublin_botanic_gardens",53.372,-6.268,2025-02-20,1888,382000,"National Botanic Gardens","park"
nomadic_nik,"Jameson Distillery Bow St. — tasting flight and stories. Prost! 🥃🏭 #Jameson #BowSt","https://www.google.com/maps/search/?api=1&query=Jameson+Distillery+Bow+St.+Dublin","Jameson Distillery Bow St.","dublin_jameson_bow_st",53.349,-6.277,2025-02-21,1960,245000,"Jameson Distillery Bow St.","museum"
globe_greta,"Powerscourt Townhouse Centre — design, craft, and coffee stops. Schön & stilvoll. 🛍️☕️ #Powerscourt","https://www.google.com/maps/search/?api=1&query=Powerscourt+Townhouse+Centre+Dublin","Powerscourt Townhouse Centre","dublin_powerscourt_townhouse",53.341,-6.265,2025-02-23,1422,318000,"Powerscourt Townhouse Centre","shopping"
roams_with_raj,"Chester Beatty — manuscripts, art, and quiet contemplation. Kultur pur. 📜🖼️ #ChesterBeatty","https://www.google.com/maps/search/?api=1&query=Chester+Beatty+Dublin","Chester Beatty","dublin_chester_beatty",53.343,-6.269,2025-02-25,1509,208000,"Chester Beatty","museum"
travel_toni,"The Brazen Head — old-school pub charm, hearty fare. Gute Stimmung! 🍻🍲 #BrazenHead","https://www.google.com/maps/search/?api=1&query=The+Brazen+Head+Dublin","The Brazen Head","dublin_brazen_head",53.343,-6.279,2025-02-27,1695,167000,"The Brazen Head","bar"
wanderwithmia,"Howth Summit — cliffs, sea, and sky. Pure horizon. Aussicht zum Verlieben. 🌊⛰️ #HowthSummit","https://www.google.com/maps/search/?api=1&query=Howth+Summit+Dublin","Howth Summit","dublin_howth_summit",53.392,-6.065,2025-03-01,2104,382000,"Howth Summit","viewpoint"
nomadic_nik,"The Custom House — neoclassical lines by the Liffey. Architektur liebe. 🏛️🌊 #CustomHouse","https://www.google.com/maps/search/?api=1&query=The+Custom+House+Dublin","The Custom House","dublin_custom_house",53.349,-6.246,2025-03-03,1377,245000,"The Custom House","monument"
globe_greta,"Brother Hubbard — brunch heaven, warm spices. Lecker & gemütlich. 🍳☕️ #BrotherHubbard","https://www.google.com/maps/search/?api=1&query=Brother+Hubbard+Dublin","Brother Hubbard","dublin_brother_hubbard",53.345,-6.265,2025-03-05,1803,318000,"Brother Hubbard","cafe"
roams_with_raj,"Dublin Zoo — playful penguins and big cats chilling. Familienzeit! 🐧🦁 #DublinZoo","https://www.google.com/maps/search/?api=1&query=Dublin+Zoo+Dublin","Dublin Zoo","dublin_dublin_zoo",53.353,-6.305,2025-03-06,1974,208000,"Dublin Zoo","other"
travel_toni,"The Long Hall — ornate interiors, perfect pints. Klassisch schön. 🍺🎩 #TheLongHall","https://www.google.com/maps/search/?api=1&query=The+Long+Hall+Dublin","The Long Hall","dublin_the_long_hall",53.34,-6.265,2025-03-08,1586,167000,"The Long Hall","bar"
wanderwithmia,"Little Museum of Dublin — quirky tales, intimate vibe. So charmant. 🖼️📚 #LittleMuseum","https://www.google.com/maps/search/?api=1&query=Little+Museum+of+Dublin+Dublin","Little Museum of Dublin","dublin_little_museum",53.339,-6.258,2025-03-10,1760,382000,"Little Museum of Dublin","museum"
nomadic_nik,"Grafton Street — buskers, boutiques, and a sunny afternoon. Einkaufen & Musik 🎶🛍️ #GraftonStreet","https://www.google.com/maps/search/?api=1&query=Grafton+Street+Dublin","Grafton Street","dublin_grafton_street",53.341,-6.259,2025-03-12,1620,245000,"Grafton Street","shopping"
globe_greta,"The Cobblestone — trad tunes and cozy corners. Musikabend! 🎻🍻 #Cobblestone","https://www.google.com/maps/search/?api=1&query=The+Cobblestone+Dublin","The Cobblestone","dublin_the_cobblestone",53.349,-6.277,2025-03-14,1742,318000,"The Cobblestone","bar"
roams_with_raj,"Christ Church Cathedral — arches and history under warm light. Andächtig. ⛪️✨ #ChristChurch","https://www.google.com/maps/search/?api=1&query=Christ+Church+Cathedral+Dublin","Christ Church Cathedral","dublin_christ_church",53.343,-6.272,2025-03-15,1595,208000,"Christ Church Cathedral","church"
travel_toni,"The Grand Social — riverside beats and friendly faces. Tanzlaune! 🎧🎉 #GrandSocial","https://www.google.com/maps/search/?api=1&query=The+Grand+Social+Dublin","The Grand Social","dublin_grand_social",53.347,-6.263,2025-03-17,1688,167000,"The Grand Social","club"
wanderwithmia,"Great South Wall to Poolbeg Lighthouse — long walk, big skies. Freiheitsgefühl. 🚶‍♀️🌊 #Poolbeg","https://www.google.com/maps/search/?api=1&query=Poolbeg+Lighthouse+Dublin","Poolbeg Lighthouse","dublin_poolbeg_lighthouse",53.333,-6.127,2025-03-19,2141,382000,"Poolbeg Lighthouse","monument"
nomadic_nik,"Henry Street — quick browse, local brands, and street snacks. Schnell & schön. 🛍️🌭 #HenryStreet","https://www.google.com/maps/search/?api=1&query=Henry+Street+Dublin","Henry Street","dublin_henry_street",53.349,-6.263,2025-03-21,1451,245000,"Henry Street","shopping"
globe_greta,"Etto — refined flavors, intimate dining. Einfach großartig. 🍷🍝 #Etto #DublinFood","https://www.google.com/maps/search/?api=1&query=Etto+Dublin","Etto","dublin_etto_restaurant",53.337,-6.252,2025-03-23,1824,318000,"Etto","restaurant"
roams_with_raj,"Malahide Castle — gardens and old stones, a calm afternoon. Schloss vibes. 🌳🏰 #Malahide","https://www.google.com/maps/search/?api=1&query=Malahide+Castle+Dublin","Malahide Castle","dublin_malahide_castle",53.423,-6.153,2025-03-24,1709,208000,"Malahide Castle","palace"
travel_toni,"Phoenix Park & Dublin Zoo combo — perfect day out! Hauptspot: Phoenix Park. 🦌🌿 #ParkDay","https://www.google.com/maps/search/?api=1&query=Phoenix+Park+Dublin","Phoenix Park","dublin_phoenix_park",53.356,-6.333,2025-03-26,2011,167000,"Phoenix Park","park"
wanderwithmia,"Portmarnock Beach — wide sands, fresh breeze, quiet steps. Strandliebe. 🌊👣 #Portmarnock","https://www.google.com/maps/search/?api=1&query=Portmarnock+Beach+Dublin","Portmarnock Beach","dublin_portmarnock_beach",53.423,-6.121,2025-03-28,1890,382000,"Portmarnock Beach","beach"
nomadic_nik,"The Church — unique setting for a drink and a chat. Außergewöhnlich! 🍸⛪️ #TheChurch","https://www.google.com/maps/search/?api=1&query=The+Church+Dublin","The Church","dublin_the_church_bar",53.35,-6.265,2025-03-30,1559,245000,"The Church","bar"
globe_greta,"National Gallery afternoon — Irish art that sings. Kulturzeit. 🎨💚 #NationalGallery","https://www.google.com/maps/search/?api=1&query=National+Gallery+of+Ireland+Dublin","National Gallery of Ireland","dublin_national_gallery",53.34,-6.252,2025-04-01,1760,318000,"National Gallery of Ireland","museum"
roams_with_raj,"George’s Street Arcade — records, rings, and retro tees. Fundstücke! 💿💍👕 #Arcade","https://www.google.com/maps/search/?api=1&query=George%27s+Street+Arcade+Dublin","George's Street Arcade","dublin_georges_st_arcade",53.342,-6.264,2025-04-02,1618,208000,"George's Street Arcade","market"
travel_toni,"St Stephen’s Green — lunch on the lawn, birdsong soundtrack. Mittagsruhe. 🥪🐦 #Park","https://www.google.com/maps/search/?api=1&query=St+Stephen%27s+Green+Dublin","St Stephen's Green","dublin_st_stephens_green",53.339,-6.261,2025-04-04,1499,167000,"St Stephen's Green","park"
nomadic_nik,"OMG Phoenix Park deer were so close 😍🌿 more emojis, more fun!! #deer #park #Dublin #irln #wander","https://www.google.com/maps/search/?api=1&query=Phoenix+Park+Dublin","Phoenix Park","dublin_phoenix_park",53.356,-6.333,2025-04-06,2310,245000,"Phoenix Park","park"
globe_greta,"Beach day @ Dollymount Strand 🏖️✨ wind in hair, sand everywhere lol. Schön! #strand #sea #Dublin","https://www.google.com/maps/search/?api=1&query=Dollymount+Strand+Dublin","Dollymount Strand","dublin_dollymount_strand",53.363,-6.174,2025-04-07,2489,318000,"Dollymount Strand","beach"
roams_with_raj,"Cafe hop: Bewley’s ➜ Kaph ➜ 3fe ☕️🔥 caffeine squad assemble! Hauptspot: Bewley’s #coffee #cafe","https://www.google.com/maps/search/?api=1&query=Bewley%27s+Grafton+Street+Dublin","Bewley's Grafton Street","dublin_bewleys_grafton",53.341,-6.259,2025-04-09,2102,208000,"Bewley's Grafton Street","cafe"
travel_toni,"Temple Bar vibes + The Cobblestone tunes 🎻🍻 so good, so laut (aber gut)! #pubnight #trad","https://www.google.com/maps/search/?api=1&query=The+Cobblestone+Dublin","The Cobblestone","dublin_the_cobblestone",53.349,-6.277,2025-04-10,1877,167000,"The Cobblestone","bar"
wanderwithmia,"Howth cliffs >>> mind blown 🌊💙 Feet tired, heart full. Aussicht megaaa #howth #views #hike","https://www.google.com/maps/search/?api=1&query=Howth+Cliff+Walk+Dublin","Howth Cliff Walk","dublin_howth_cliff_walk",53.387,-6.063,2025-04-12,2622,382000,"Howth Cliff Walk","viewpoint"
nomadic_nik,"Guinness Storehouse rooftop pour — perfect head 😅🍺 sláinte! #guinness #museum #beerlover","https://www.google.com/maps/search/?api=1&query=Guinness+Storehouse+Dublin","Guinness Storehouse","dublin_guinness_storehouse",53.341,-6.286,2025-04-14,2395,245000,"Guinness Storehouse","museum"
globe_greta,"Quick stop @ The Winding Stair 🍽️✨ cozy food, river views. Gscheit gut! #foodie #liffey","https://www.google.com/maps/search/?api=1&query=The+Winding+Stair+Dublin","The Winding Stair","dublin_winding_stair",53.346,-6.263,2025-04-15,1810,318000,"The Winding Stair","restaurant"
roams_with_raj,"Malahide Castle + beach strolls nearby 😎🏰🌊 multitour! Hauptspot: Malahide Castle #castle #daytrip","https://www.google.com/maps/search/?api=1&query=Malahide+Castle+Dublin","Malahide Castle","dublin_malahide_castle",53.423,-6.153,2025-04-17,1994,208000,"Malahide Castle","palace"
travel_toni,"EPIC museum again bc interactive = fun 🎧🇮🇪 tbh could spend hrs! #EPIC #history","https://www.google.com/maps/search/?api=1&query=EPIC+The+Irish+Emigration+Museum+Dublin","EPIC The Irish Emigration Museum","dublin_epic_museum",53.348,-6.241,2025-04-18,1655,167000,"EPIC The Irish Emigration Museum","museum"
wanderwithmia,"Poolbeg Lighthouse walk ~ windy hair, big smiles 🤪🌬️🌊 Def worth it. #poolbeg #sea #walk","https://www.google.com/maps/search/?api=1&query=Poolbeg+Lighthouse+Dublin","Poolbeg Lighthouse","dublin_poolbeg_lighthouse",53.333,-6.127,2025-04-20,2551,382000,"Poolbeg Lighthouse","monument"
nomadic_nik,"Jameson tasting flight 🥃🔥 fave was the caskmates (glaube ich lol). Prost! #jameson #bowst","https://www.google.com/maps/search/?api=1&query=Jameson+Distillery+Bow+St.+Dublin","Jameson Distillery Bow St.","dublin_jameson_bow_st",53.349,-6.277,2025-04-22,2203,245000,"Jameson Distillery Bow St.","museum"
globe_greta,"Phoenix Park picnics + deer photo ops 🦌📸 chill & sonnig! #parkday #Dublin #grün","https://www.google.com/maps/search/?api=1&query=Phoenix+Park+Dublin","Phoenix Park","dublin_phoenix_park",53.356,-6.333,2025-04-23,2058,318000,"Phoenix Park","park"
roams_with_raj,"Night out: Pygmalion then Opium 💃🎶 vibes on point! Hauptspot: Pygmalion #club #dance #Dublin","https://www.google.com/maps/search/?api=1&query=Pygmalion+Dublin","Pygmalion","dublin_pygmalion",53.34,-6.259,2025-04-25,1768,208000,"Pygmalion","club"
travel_toni,"Grafton Street busker had us all dancing 😂🎸💚 so viel Freude! #music #streetlife","https://www.google.com/maps/search/?api=1&query=Grafton+Street+Dublin","Grafton Street","dublin_grafton_street",53.341,-6.259,2025-04-26,1522,167000,"Grafton Street","shopping"
wanderwithmia,"Stormy skies at Dollymount Strand, but vibes high ⚡️🏖️ Seeluft! #strand #wind","https://www.google.com/maps/search/?api=1&query=Dollymount+Strand+Dublin","Dollymount Strand","dublin_dollymount_strand",53.363,-6.174,2025-04-28,2344,382000,"Dollymount Strand","beach"
nomadic_nik,"Etto date night 🍷🍝 minimal, elegant, sooo lecker. tbh fav spot rn. #etto #date","https://www.google.com/maps/search/?api=1&query=Etto+Dublin","Etto","dublin_etto_restaurant",53.337,-6.252,2025-04-30,1917,245000,"Etto","restaurant"
globe_greta,"Christ Church morning light ⛪️✨ foto stop, dann Kaffee. Schön ruhig. #church #licht","https://www.google.com/maps/search/?api=1&query=Christ+Church+Cathedral+Dublin","Christ Church Cathedral","dublin_christ_church",53.343,-6.272,2025-05-01,1699,318000,"Christ Church Cathedral","church"
roams_with_raj,"National Museum Archaeology — quick deep dive, then Henry Street shopping 🛍️ Hauptspot: Museum #culture","https://www.google.com/maps/search/?api=1&query=National+Museum+of+Ireland+Archaeology+Dublin","National Museum of Ireland - Archaeology","dublin_nmi_archaeology",53.3395,-6.255,2025-05-03,1733,208000,"National Museum of Ireland - Archaeology","museum"
travel_toni,"Brother Hubbard breakfast club 🍳☕️ team flat whites + shakshuka 🙌 #brunch #cafe","https://www.google.com/maps/search/?api=1&query=Brother+Hubbard+Dublin","Brother Hubbard","dublin_brother_hubbard",53.345,-6.265,2025-05-04,1639,167000,"Brother Hubbard","cafe"
wanderwithmia,"Ticknock trails — wildflowers & Dublin skyline peeks 🌸🌄 so schön! #ticknock #view","https://www.google.com/maps/search/?api=1&query=Ticknock+Dublin","Ticknock","dublin_ticknock",53.274,-6.245,2025-05-06,2190,382000,"Ticknock","viewpoint"
nomadic_nik,"Ok this was wild: wind @ Poolbeg, hair everywhere 😂🌬️ but that red lighthouse! #poolbeg #sea","https://www.google.com/maps/search/?api=1&query=Poolbeg+Lighthouse+Dublin","Poolbeg Lighthouse","dublin_poolbeg_lighthouse",53.333,-6.127,2025-05-08,2288,245000,"Poolbeg Lighthouse","monument"
globe_greta,"Iveagh Gardens secret corners 🌿🌼 chill vibes + book time 📖 #park #ruhe","https://www.google.com/maps/search/?api=1&query=Iveagh+Gardens+Dublin","Iveagh Gardens","dublin_iveagh_gardens",53.334,-6.262,2025-05-09,1577,318000,"Iveagh Gardens","park"
roams_with_raj,"The Brazen Head stew + trad tunes 🍲🎶 OG pub energy! #brazenhead #pub","https://www.google.com/maps/search/?api=1&query=The+Brazen+Head+Dublin","The Brazen Head","dublin_brazen_head",53.343,-6.279,2025-05-11,1821,208000,"The Brazen Head","bar"
travel_toni,"EPIC + National Gallery double header 🎨🎧 info overload lol Hauptspot: EPIC #museumday","https://www.google.com/maps/search/?api=1&query=EPIC+The+Irish+Emigration+Museum+Dublin","EPIC The Irish Emigration Museum","dublin_epic_museum",53.348,-6.241,2025-05-12,1707,167000,"EPIC The Irish Emigration Museum","museum"
wanderwithmia,"Portmarnock Beach shells + soft sunset 🐚🌅 dreamyyyy #portmarnock #beach","https://www.google.com/maps/search/?api=1&query=Portmarnock+Beach+Dublin","Portmarnock Beach","dublin_portmarnock_beach",53.423,-6.121,2025-05-14,1966,382000,"Portmarnock Beach","beach"
nomadic_nik,"Grafton ➜ Bewley’s ➜ Powerscourt 🛍️☕️🛍️ little loop! Hauptspot: Bewley’s #shopping #cafe","https://www.google.com/maps/search/?api=1&query=Bewley%27s+Grafton+Street+Dublin","Bewley's Grafton Street","dublin_bewleys_grafton",53.341,-6.259,2025-05-16,1501,245000,"Bewley's Grafton Street","cafe"
globe_greta,"Vicar Street gig 🎤🔥 crowd was on fire! Danach The Church for a nightcap. Hauptspot: Vicar Street #gig","https://www.google.com/maps/search/?api=1&query=Vicar+Street+Dublin","Vicar Street","dublin_vicar_street",53.342,-6.281,2025-05-17,1854,318000,"Vicar Street","club"
roams_with_raj,"The Winding Stair comfort food night 🍛🍷 cozy seats + river lights. #windingstair #food","https://www.google.com/maps/search/?api=1&query=The+Winding+Stair+Dublin","The Winding Stair","dublin_winding_stair",53.346,-6.263,2025-05-19,1688,208000,"The Winding Stair","restaurant"
travel_toni,"Botanic Gardens glasshouse glow 🌿💧 very humid lol but beautiful. #botanic #green","https://www.google.com/maps/search/?api=1&query=National+Botanic+Gardens+Dublin","National Botanic Gardens","dublin_botanic_gardens",53.372,-6.268,2025-05-20,1599,167000,"National Botanic Gardens","park"
wanderwithmia,"High wind, high vibes @ Howth Summit 😅⛰️ ocean blues forever. #howth #view #wander","https://www.google.com/maps/search/?api=1&query=Howth+Summit+Dublin","Howth Summit","dublin_howth_summit",53.392,-6.065,2025-05-22,2330,382000,"Howth Summit","viewpoint"
nomadic_nik,"Henry Street quick shop run ➕ coffee at Kaph ☕️🛍️ easy peasy. Hauptspot: Henry Street #city","https://www.google.com/maps/search/?api=1&query=Henry+Street+Dublin","Henry Street","dublin_henry_street",53.349,-6.263,2025-05-24,1384,245000,"Henry Street","shopping"
globe_greta,"The Long Hall nostalgia night 🍺🎩 tiny details everywhere. #pub #classic","https://www.google.com/maps/search/?api=1&query=The+Long+Hall+Dublin","The Long Hall","dublin_the_long_hall",53.34,-6.265,2025-05-25,1632,318000,"The Long Hall","bar"
roams_with_raj,"Dublin Castle courtyard sketching 🖊️🎨 then Chester Beatty stroll. Hauptspot: Dublin Castle #art","https://www.google.com/maps/search/?api=1&query=Dublin+Castle+Dublin","Dublin Castle","dublin_dublin_castle",53.343,-6.267,2025-05-27,1760,208000,"Dublin Castle","palace"
travel_toni,"Ticknock sunset hike 🌄✨ feet tired, mind clear. #ticknock #sunset","https://www.google.com/maps/search/?api=1&query=Ticknock+Dublin","Ticknock","dublin_ticknock",53.274,-6.245,2025-05-28,1891,167000,"Ticknock","viewpoint"
wanderwithmia,"Phoenix Park deer so close!! 🦌🫶 also Dublin Zoo nearby (next time). Hauptspot: Phoenix Park #nature","https://www.google.com/maps/search/?api=1&query=Phoenix+Park+Dublin","Phoenix Park","dublin_phoenix_park",53.356,-6.333,2025-05-30,3120,382000,"Phoenix Park","park"
nomadic_nik,"EPIC + Jameson combo 🔥🎧🥃 brain + taste buds activated haha. Hauptspot: EPIC #museum","https://www.google.com/maps/search/?api=1&query=EPIC+The+Irish+Emigration+Museum+Dublin","EPIC The Irish Emigration Museum","dublin_epic_museum",53.348,-6.241,2025-06-01,2111,245000,"EPIC The Irish Emigration Museum","museum"
globe_greta,"Sandymount splash day 🌊😂 socks wet, heart happy. #beach #sandymount","https://www.google.com/maps/search/?api=1&query=Sandymount+Beach+Dublin","Sandymount Beach","dublin_sandymount_beach",53.321,-6.204,2025-06-02,2290,318000,"Sandymount Beach","beach"
roams_with_raj,"Grafton Street buskers + Bewley’s cake fest 🍰🎶 sweet & sound. Hauptspot: Grafton #city","https://www.google.com/maps/search/?api=1&query=Grafton+Street+Dublin","Grafton Street","dublin_grafton_street",53.341,-6.259,2025-06-04,1711,208000,"Grafton Street","shopping"
travel_toni,"Chester Beatty manuscripts 😍📜 then Dublin Castle pics. Hauptspot: Chester Beatty #museumday","https://www.google.com/maps/search/?api=1&query=Chester+Beatty+Dublin","Chester Beatty","dublin_chester_beatty",53.343,-6.269,2025-06-05,1638,167000,"Chester Beatty","museum"
wanderwithmia,"Bull Island Nature Reserve — birds, dunes, and Dublin skyline peeks 🐦🏖️ #bullisland","https://www.google.com/maps/search/?api=1&query=Bull+Island+Nature+Reserve+Dublin","Bull Island Nature Reserve","dublin_bull_island",53.364,-6.167,2025-06-07,2055,382000,"Bull Island Nature Reserve","park"
nomadic_nik,"OPIUM night — neon lights & bass 🎶💥 danach Grand Social quick stop. Hauptspot: Opium #club","https://www.google.com/maps/search/?api=1&query=Opium+Dublin","Opium","dublin_opium_club",53.339,-6.265,2025-06-09,1750,245000,"Opium","club"
globe_greta,"Henry Street mini haul 🛍️ then Queen of Tarts for tea ☕️🍰 Hauptspot: Henry Street #shopping","https://www.google.com/maps/search/?api=1&query=Henry+Street+Dublin","Henry Street","dublin_henry_street",53.349,-6.263,2025-06-10,1477,318000,"Henry Street","shopping"
